Gender,Married,Education,ApplicantIncome,LoanAmount,Credit_History,Loan_To_Income_Ratio,Loan_Status
Male,Yes,Graduate,11997,199,1,16.587480203384178,Y
Male,Yes,Graduate,26972,585,1,21.689159127984578,Y
Male,No,Graduate,10342,510,0,49.31347901759814,N
Male,No,Graduate,25666,404,1,15.740668588794515,Y
Female,Yes,Graduate,8290,128,1,15.440289505428227,Y
Female,No,Not Graduate,33713,422,1,12.517426512028,Y
Female,No,Graduate,37819,82,1,2.1682223221132233,Y
Female,Yes,Not Graduate,5964,107,1,17.940979208584842,Y
Male,Yes,Not Graduate,23656,421,1,17.79675346635103,Y
Male,Yes,Graduate,4008,312,1,77.8443113772455,Y
Female,No,Graduate,30110,926,1,30.753902358020593,Y
Female,Yes,Graduate,13588,381,0,28.039446570503387,Y
Male,No,Graduate,26617,760,0,28.553180298305595,Y
Male,No,Graduate,26114,534,1,20.44880140920579,Y
Female,Yes,Not Graduate,46255,707,0,15.284834071992217,Y
Male,Yes,Graduate,27679,267,1,9.646302250803858,Y
Female,Yes,Graduate,29358,942,1,32.08665440425097,Y
Female,No,Graduate,20381,534,1,26.200873362445414,Y
Male,Yes,Graduate,47479,833,1,17.544598664672804,Y
Male,Yes,Graduate,38970,371,1,9.520143700282269,Y
Female,Yes,Graduate,14627,109,0,7.4519723798454915,N
Male,Yes,Not Graduate,42288,676,1,15.985622398789255,Y
Male,Yes,Graduate,21903,17,1,0.7761493859288682,Y
Male,Yes,Graduate,41519,480,1,11.560972085069487,Y
Male,Yes,Graduate,41232,200,1,4.850601474582848,Y
Male,Yes,Not Graduate,9849,631,1,64.0674180119809,Y
Male,Yes,Graduate,35206,979,0,27.807760040902117,Y
Male,Yes,Not Graduate,14886,469,0,31.506113126427515,N
Female,Yes,Graduate,15225,819,0,53.793103448275865,N
Female,Yes,Graduate,15169,512,1,33.75304898147538,Y
Female,No,Not Graduate,36415,500,0,13.730605519703419,Y
Male,Yes,Graduate,11876,931,0,78.39339845065679,N
Female,Yes,Not Graduate,544,891,1,1637.8676470588234,N
Male,Yes,Graduate,35904,787,0,21.919563279857396,Y
Male,No,Graduate,8973,303,1,33.76797057840187,Y
Female,Yes,Not Graduate,5671,549,0,96.80832304708164,N
Male,No,Not Graduate,12257,231,0,18.846373500856654,N
Male,Yes,Graduate,19305,449,1,23.258223258223257,Y
Male,Yes,Not Graduate,24057,489,1,20.326724030427734,Y
Female,Yes,Not Graduate,2706,833,1,307.8344419807834,N
Male,Yes,Graduate,48543,897,1,18.478462394165998,Y
Male,Yes,Graduate,35945,420,1,11.684518013631937,Y
Male,Yes,Graduate,16498,27,1,1.6365620075160625,Y
Male,No,Not Graduate,16275,863,0,53.02611367127496,N
Male,Yes,Not Graduate,22702,182,1,8.016914809267906,Y
Male,Yes,Not Graduate,31499,625,1,19.84189974284898,Y
Male,Yes,Not Graduate,7745,34,1,4.389928986442866,Y
Male,Yes,Graduate,9852,405,1,41.10840438489647,Y
Female,Yes,Graduate,43042,986,1,22.9078574415687,Y
Male,No,Not Graduate,13184,109,1,8.267597087378642,Y
Male,Yes,Graduate,19319,429,1,22.20611832910606,Y
Male,Yes,Graduate,43627,314,1,7.197377770646618,Y
Female,Yes,Graduate,33325,906,0,27.186796699174792,Y
Male,Yes,Graduate,17414,870,1,49.959802457792584,Y
Female,No,Graduate,34343,245,1,7.133913752438634,Y
Male,No,Not Graduate,1474,90,1,61.05834464043419,Y
Female,Yes,Not Graduate,36914,630,1,17.066695562659152,Y
Male,Yes,Graduate,24607,343,1,13.939123013776568,Y
Male,No,Not Graduate,40752,675,1,16.563604240282686,Y
Female,Yes,Graduate,47754,41,1,0.8585668216275076,Y
Male,Yes,Graduate,46326,142,1,3.0652333462850234,Y
Male,Yes,Graduate,45508,689,1,15.1401951305265,Y
Male,Yes,Graduate,25852,220,1,8.509979885502089,Y
Male,No,Graduate,18327,859,1,46.87073716374748,Y
Male,No,Graduate,23519,68,1,2.8912793911305754,Y
Male,Yes,Graduate,34649,223,0,6.435972178129239,Y
Male,Yes,Not Graduate,44257,998,1,22.550105068124818,Y
Male,Yes,Graduate,10745,438,1,40.76314564913913,Y
Female,Yes,Not Graduate,45950,705,1,15.342763873775842,Y
Male,Yes,Graduate,40851,190,1,4.651048933930626,Y
Male,Yes,Graduate,48953,613,1,12.52221518599473,Y
Male,Yes,Graduate,44072,728,0,16.518424396442185,Y
Male,Yes,Graduate,14356,321,1,22.359988854834217,Y
Male,Yes,Graduate,5744,830,1,144.49860724233983,Y
Male,No,Graduate,6055,607,1,100.24772914946325,N
Female,Yes,Not Graduate,14915,395,0,26.483405967147167,N
Male,No,Graduate,30902,562,1,18.186525144003625,Y
Female,Yes,Graduate,40313,580,1,14.387418450623867,Y
Female,Yes,Graduate,45012,173,1,3.8434195325690927,Y
Female,Yes,Graduate,31375,408,1,13.00398406374502,Y
Female,Yes,Not Graduate,778,349,1,448.58611825192804,N
Male,No,Graduate,9722,406,1,41.76095453610368,Y
Female,No,Graduate,5436,763,1,140.36055923473143,N
Male,Yes,Graduate,18484,487,1,26.347111014931833,Y
Female,No,Not Graduate,25316,940,0,37.130668352030334,N
Female,Yes,Graduate,2648,300,1,113.29305135951661,N
Female,Yes,Graduate,17749,421,1,23.719646177249423,Y
Female,Yes,Not Graduate,9369,789,1,84.21389689401217,Y
Male,Yes,Graduate,32529,550,1,16.907989793722525,Y
Male,No,Graduate,23481,551,0,23.46578084408671,Y
Male,Yes,Graduate,25018,62,0,2.478215684707011,N
Male,Yes,Graduate,21670,404,1,18.64328564836179,Y
Female,No,Graduate,47822,278,0,5.8132240391451635,N
Male,Yes,Graduate,11129,999,1,89.76547758109444,Y
Male,No,Graduate,26074,315,1,12.08100023011429,Y
Male,Yes,Not Graduate,36932,885,1,23.9629589515867,Y
Female,Yes,Not Graduate,28063,679,0,24.19555999002245,N
Female,No,Graduate,46486,347,0,7.464613001763972,N
Female,Yes,Graduate,19209,548,1,28.528294028840648,Y
Female,Yes,Not Graduate,23451,842,1,35.90465225363524,Y
Male,Yes,Graduate,4881,884,1,181.11042819094448,N
Male,Yes,Graduate,30645,168,1,5.48213411649535,Y
Male,Yes,Not Graduate,14766,346,1,23.43220912908032,Y
Male,No,Graduate,8435,341,1,40.42679312388856,Y
Male,No,Not Graduate,27454,51,1,1.8576528010490274,Y
Male,No,Graduate,26849,602,1,22.42169168311669,Y
Male,Yes,Graduate,4255,856,0,201.17508813160987,N
Female,Yes,Graduate,35061,387,0,11.037905364935398,Y
Female,Yes,Not Graduate,31376,742,1,23.64864864864865,Y
Female,Yes,Graduate,9856,631,1,64.02191558441558,Y
Male,No,Graduate,23737,381,1,16.050891014028732,Y
Male,Yes,Graduate,36155,149,0,4.121145069838197,Y
Female,No,Not Graduate,26707,712,1,26.659677238177256,Y
Male,No,Graduate,20076,856,0,42.637975692369,N
Female,No,Graduate,16455,688,1,41.81099969614099,Y
Male,Yes,Graduate,30714,27,1,0.8790779449111155,Y
Female,No,Graduate,46985,224,1,4.767478982654039,Y
Female,No,Graduate,33751,78,1,2.311042635773755,Y
Male,No,Graduate,4199,574,1,136.6992140985949,N
Female,No,Not Graduate,23303,758,1,32.52800068660687,Y
Female,Yes,Graduate,44595,119,1,2.6684605897522142,Y
Female,Yes,Not Graduate,5175,839,1,162.1256038647343,N
Male,Yes,Graduate,49449,559,1,11.304576432283767,Y
Male,Yes,Not Graduate,47478,693,1,14.596234045242007,Y
Female,No,Graduate,4374,971,0,221.9935985368084,N
Male,Yes,Not Graduate,46703,92,0,1.969894867567394,N
Male,No,Graduate,18475,902,0,48.82273342354533,N
Female,No,Graduate,42313,134,1,3.1668754283553517,Y
Male,No,Not Graduate,21209,399,1,18.812768164458486,Y
Female,No,Not Graduate,22322,852,1,38.16862288325419,Y
Female,No,Not Graduate,31895,907,1,28.43705910017244,Y
Male,Yes,Graduate,38836,511,1,13.157894736842104,Y
Female,Yes,Graduate,2172,598,1,275.3222836095764,N
Male,No,Graduate,29861,711,1,23.810321154683365,Y
Male,No,Not Graduate,9743,834,0,85.59991788976701,N
Female,Yes,Graduate,17624,130,0,7.37630503858375,Y
Male,No,Graduate,17724,811,1,45.75716542541187,Y
Female,No,Graduate,23718,486,1,20.490766506450797,Y
Male,Yes,Graduate,17039,456,0,26.76213392804742,Y
Male,No,Not Graduate,5814,429,0,73.78740970072239,N
Male,No,Not Graduate,7708,514,1,66.68396471198754,Y
Male,Yes,Not Graduate,2155,945,1,438.5150812064965,N
Female,No,Not Graduate,23777,552,1,23.215712663498337,Y
Male,Yes,Not Graduate,47745,953,1,19.960205257094984,Y
Male,Yes,Not Graduate,6225,188,1,30.200803212851405,Y
Male,No,Graduate,47340,726,1,15.335868187579214,Y
Male,Yes,Graduate,36801,814,1,22.118964158582646,Y
Male,Yes,Graduate,32056,682,1,21.27526828050911,Y
Female,No,Graduate,32441,610,1,18.803366110785735,Y
Female,Yes,Graduate,41423,569,1,13.736330058180238,Y
Male,No,Not Graduate,5792,862,0,148.82596685082873,N
Male,Yes,Graduate,25485,823,1,32.293505983912105,Y
Male,No,Not Graduate,35006,131,1,3.742215620179398,Y
Male,Yes,Graduate,29547,850,1,28.767725995870986,Y
Female,No,Graduate,41722,419,1,10.04266334308039,Y
Female,Yes,Graduate,4077,261,1,64.0176600441501,Y
Male,No,Not Graduate,34689,871,0,25.10882412292081,N
Female,Yes,Not Graduate,26934,437,1,16.224845919655454,Y
Male,Yes,Graduate,19268,810,1,42.038613244758146,Y
Male,Yes,Not Graduate,17343,270,1,15.568240788790867,Y
Male,Yes,Graduate,31231,13,1,0.41625308187377924,Y
Female,Yes,Graduate,44604,500,0,11.209756972468837,Y
Male,Yes,Graduate,25060,109,1,4.349561053471668,Y
Male,Yes,Graduate,41323,756,0,18.29489630472134,N
Male,No,Graduate,20406,283,1,13.86847005782613,Y
Female,Yes,Not Graduate,5568,449,1,80.63936781609195,Y
Male,Yes,Graduate,3544,96,0,27.08803611738149,N
Male,Yes,Graduate,3041,293,1,96.34988490628083,Y
Female,Yes,Graduate,19317,783,0,40.53424444789564,N
Female,Yes,Not Graduate,17193,160,0,9.306112952945966,N
Female,No,Graduate,36037,650,1,18.037017509781613,Y
Male,Yes,Graduate,37269,918,1,24.63173146582951,Y
Male,Yes,Graduate,3017,683,1,226.38382499171362,N
Male,Yes,Graduate,11445,812,1,70.9480122324159,Y
Female,Yes,Not Graduate,14075,117,1,8.312611012433393,Y
Female,Yes,Graduate,27606,258,1,9.345794392523365,Y
Male,Yes,Graduate,7653,895,0,116.94760224748465,N
Male,Yes,Graduate,7130,717,0,100.5610098176718,N
Male,Yes,Graduate,47217,643,1,13.617976576233136,Y
Female,No,Not Graduate,40308,667,1,16.547583606232013,Y
Male,Yes,Graduate,9442,420,1,44.48210124973522,Y
Male,Yes,Graduate,20625,54,1,2.618181818181818,Y
Male,No,Graduate,18103,786,1,43.41821797492128,Y
Male,No,Graduate,39654,681,0,17.17355121803601,N
Male,Yes,Graduate,25755,478,0,18.55950300912444,Y
Male,No,Graduate,6828,900,1,131.81019332161688,N
Female,Yes,Not Graduate,37080,342,1,9.223300970873787,Y
Female,Yes,Graduate,20145,301,1,14.941672871680318,Y
Male,Yes,Graduate,13514,874,0,64.67367174781708,N
Male,Yes,Graduate,19087,799,1,41.86095248074606,Y
Female,No,Graduate,25138,519,0,20.64603389291113,N
Female,Yes,Graduate,17484,139,0,7.950125829329673,Y
Female,Yes,Graduate,12474,222,1,17.797017797017798,Y
Male,Yes,Graduate,20225,659,1,32.58343634116193,Y
Female,No,Not Graduate,1449,391,1,269.8412698412698,N
Female,Yes,Graduate,38738,838,0,21.63250555010584,Y
Female,No,Not Graduate,8961,950,1,106.01495368820444,N
Female,No,Graduate,2673,807,1,301.9079685746352,N
Female,No,Not Graduate,32858,383,1,11.656217663887029,Y
Male,No,Graduate,38809,790,1,20.3561029658069,Y
Female,Yes,Graduate,40784,357,0,8.75343271871322,Y
Male,No,Graduate,24928,175,1,7.0202182284980745,Y
Female,Yes,Graduate,10665,43,1,4.03187998124707,Y
Male,Yes,Graduate,36992,391,0,10.569852941176471,Y
Male,Yes,Not Graduate,35135,904,1,25.729329728191264,Y
Male,No,Graduate,12690,246,0,19.38534278959811,Y
Male,Yes,Graduate,45218,214,1,4.732628599230395,Y
Female,Yes,Not Graduate,5666,970,1,171.19661136604307,N
Female,Yes,Graduate,49143,34,0,0.6918584538998434,Y
Male,No,Graduate,43082,787,1,18.267489902975722,Y
Male,Yes,Graduate,34550,328,1,9.493487698986975,Y
Male,Yes,Not Graduate,46968,47,1,1.00068131493783,Y
Male,Yes,Graduate,36254,918,1,25.321343851712914,Y
Male,No,Not Graduate,9927,148,1,14.908834491790067,Y
Male,Yes,Not Graduate,22386,556,1,24.83695166621996,Y
Female,No,Graduate,4039,281,1,69.57167615746472,Y
Male,No,Graduate,19788,74,0,3.7396401859712958,N
Male,Yes,Graduate,37209,59,1,1.585637883307802,Y
Female,No,Not Graduate,19628,124,1,6.317505604238843,Y
Male,No,Graduate,16849,80,1,4.748056264466734,Y
Female,No,Graduate,29970,762,1,25.425425425425427,Y
Male,Yes,Graduate,43674,490,1,11.219489856665293,Y
Female,Yes,Graduate,2855,349,1,122.24168126094571,N
Male,Yes,Not Graduate,19580,424,1,21.654749744637385,Y
Male,Yes,Graduate,8332,929,1,111.4978396543447,Y
Female,No,Graduate,34920,911,1,26.08820160366552,Y
Male,Yes,Not Graduate,5733,718,1,125.2398395255538,N
Male,Yes,Not Graduate,33407,885,1,26.49145388690993,Y
Male,No,Not Graduate,14665,326,1,22.22979884077736,Y
Female,Yes,Not Graduate,10346,387,0,37.40576068045622,N
Female,Yes,Graduate,46849,617,1,13.169971610920191,Y
Female,No,Graduate,1416,627,1,442.79661016949154,N
Male,No,Not Graduate,22169,486,0,21.92250439803329,N
Male,No,Not Graduate,1570,406,0,258.5987261146497,N
Male,No,Graduate,24437,986,1,40.34865163481606,Y
Male,Yes,Graduate,25301,822,1,32.4888344334216,Y
Male,Yes,Graduate,16422,440,1,26.793326026062598,Y
Male,Yes,Graduate,7042,730,1,103.6637318943482,Y
Female,Yes,Graduate,19131,276,0,14.426846479535833,N
Male,No,Not Graduate,33777,109,1,3.22704799123664,Y
Female,Yes,Not Graduate,39228,358,1,9.126134393800347,Y
Male,Yes,Graduate,26772,408,0,15.23980277902286,Y
Male,Yes,Graduate,29696,26,1,0.8755387931034483,Y
Male,Yes,Graduate,10430,816,1,78.23585810162992,Y
Female,Yes,Graduate,14722,365,0,24.792827061540553,N
Female,Yes,Graduate,8513,584,0,68.60096323270292,N
Female,Yes,Not Graduate,12840,83,0,6.464174454828661,Y
Female,No,Graduate,11631,183,1,15.733814805261801,Y
Female,No,Not Graduate,26212,890,1,33.9539142377537,Y
Male,No,Not Graduate,28353,612,1,21.585017458470002,Y
Male,No,Graduate,47274,950,1,20.095612810424335,Y
Female,Yes,Graduate,10180,998,1,98.03536345776031,N
Female,Yes,Graduate,32262,378,1,11.716570578389437,Y
Male,Yes,Graduate,40954,305,1,7.447379987302828,Y
Male,Yes,Not Graduate,28231,859,0,30.427544189012078,N
Male,Yes,Not Graduate,13122,998,1,76.05547934766042,Y
Male,No,Graduate,13496,633,1,46.90278601066983,Y
Male,No,Graduate,2443,797,1,326.23823168235776,N
Male,Yes,Graduate,15619,783,1,50.13125040015366,Y
Male,Yes,Graduate,37357,361,1,9.663516877693604,Y
Female,Yes,Graduate,2852,578,1,202.66479663394108,N
Male,No,Graduate,11355,834,1,73.44782034346103,Y
Female,No,Not Graduate,35458,691,1,19.487844774098935,Y
Male,Yes,Graduate,39241,30,1,0.7645065110471191,Y
Female,No,Graduate,23038,343,1,14.888445177532772,Y
Male,No,Not Graduate,35054,153,1,4.364694471387003,Y
Male,Yes,Graduate,19703,240,1,12.180886159468102,Y
Male,No,Graduate,8415,906,1,107.66488413547238,Y
Male,Yes,Graduate,20208,46,1,2.276326207442597,Y
Female,No,Not Graduate,29208,227,1,7.771843330594358,Y
Female,No,Graduate,47428,316,1,6.662730876275618,Y
Male,Yes,Not Graduate,3903,620,1,158.85216500128107,N
Female,Yes,Graduate,25616,538,0,21.002498438475953,N
Male,Yes,Not Graduate,16781,226,0,13.467612180442167,N
Female,Yes,Not Graduate,25661,172,1,6.702778535520829,Y
Male,No,Graduate,1686,244,1,144.7212336892052,N
Male,Yes,Graduate,15994,507,1,31.699387270226335,Y
Male,No,Not Graduate,41083,278,1,6.766789182873695,Y
Female,Yes,Not Graduate,27920,948,0,33.95415472779369,N
Male,Yes,Graduate,22803,469,1,20.56746919265009,Y
Male,Yes,Graduate,14633,68,1,4.647030684070252,Y
Male,Yes,Graduate,15253,731,1,47.924998360978165,Y
Male,No,Not Graduate,19463,335,1,17.212146123413657,Y
Male,No,Graduate,41860,656,1,15.671285236502628,Y
Female,Yes,Not Graduate,48377,286,0,5.911900283192426,N
Male,Yes,Not Graduate,22213,575,1,25.885742583172018,Y
Female,Yes,Graduate,19970,774,1,38.758137205808715,Y
Female,No,Graduate,42404,928,1,21.884727855862653,Y
Female,No,Graduate,21631,268,1,12.38962599972262,Y
Female,No,Graduate,27824,341,1,12.255606670500288,Y
Female,Yes,Graduate,11931,469,1,39.30936216578661,Y
Female,Yes,Graduate,37303,927,1,24.850548213280433,Y
Male,Yes,Graduate,26833,902,1,33.615324413967876,Y
Male,No,Not Graduate,40547,98,1,2.416948232914889,Y
Male,Yes,Not Graduate,39146,140,1,3.576355183160476,Y
Male,Yes,Graduate,11142,500,1,44.87524681385747,Y
Female,No,Graduate,35923,115,1,3.201291651588119,Y
Male,Yes,Not Graduate,40102,352,1,8.777617076455039,Y
Male,Yes,Graduate,17632,156,0,8.847549909255898,Y
Female,Yes,Not Graduate,9044,639,0,70.65457762052189,N
Male,Yes,Graduate,630,950,1,1507.936507936508,N
Female,No,Not Graduate,22819,996,1,43.647837328542,Y
Male,No,Graduate,17945,381,1,21.231540819169684,Y
Male,Yes,Graduate,27968,603,1,21.560354691075514,Y
Female,No,Not Graduate,9808,857,0,87.37765089722676,N
Female,Yes,Graduate,43053,126,1,2.9266253222771934,Y
Male,Yes,Graduate,13258,692,0,52.194901191733294,Y
Male,Yes,Graduate,11708,414,1,35.36043730782371,Y
Female,Yes,Graduate,24295,214,0,8.808396789462853,N
Male,No,Graduate,25193,408,1,16.194974794585796,Y
Female,No,Not Graduate,11146,85,0,7.62605418984389,N
Male,No,Graduate,13957,698,1,50.010747295264025,Y
Male,Yes,Not Graduate,8900,260,1,29.213483146067414,Y
Female,No,Not Graduate,36063,318,1,8.817902004824889,Y
Female,No,Not Graduate,38619,129,1,3.3403247106346616,Y
Female,Yes,Graduate,23385,866,1,37.032285653196496,Y
Female,Yes,Graduate,35847,498,0,13.892375931040254,Y
Female,No,Not Graduate,36928,576,1,15.59792027729636,Y
Male,Yes,Not Graduate,7344,573,1,78.02287581699346,Y
Female,Yes,Graduate,48325,416,0,8.608380755302639,Y
Male,No,Not Graduate,41141,200,0,4.861330546170487,N
Male,No,Not Graduate,10621,747,1,70.33236041803973,Y
Male,No,Not Graduate,9715,135,1,13.896037056098816,Y
Male,Yes,Graduate,6720,112,1,16.666666666666668,Y
Female,No,Graduate,7349,713,1,97.0200027214587,Y
Male,Yes,Graduate,37534,216,0,5.754782330686844,Y
Male,Yes,Graduate,23747,313,0,13.180612287867941,Y
Male,Yes,Graduate,39255,480,1,12.22774168895682,Y
Female,No,Graduate,37439,454,0,12.126392264750661,Y
Male,Yes,Graduate,30428,711,1,23.36663599316419,Y
Male,Yes,Graduate,34475,627,1,18.18709209572154,Y
Female,Yes,Not Graduate,1408,647,0,459.51704545454544,N
Female,Yes,Not Graduate,15932,716,1,44.940999246798896,Y
Male,Yes,Graduate,32072,299,0,9.322773759042155,Y
Male,Yes,Graduate,962,329,1,341.995841995842,N
Male,Yes,Graduate,2132,443,0,207.7861163227017,N
Male,Yes,Graduate,42668,314,1,7.359145026717915,Y
Female,No,Graduate,34359,985,1,28.66788905381414,Y
Male,No,Not Graduate,13635,815,1,59.772643931059775,N
Male,No,Graduate,34554,173,1,5.006656248191237,Y
Female,Yes,Graduate,39726,15,0,0.3775864673010119,Y
Female,Yes,Graduate,15686,52,1,3.3150580135152365,Y
Male,Yes,Graduate,2283,251,1,109.94305738063952,N
Female,Yes,Graduate,46672,123,1,2.635413095646212,Y
Male,Yes,Not Graduate,17586,538,0,30.592516774707153,N
Female,Yes,Graduate,5770,859,1,148.8734835355286,N
Female,No,Not Graduate,24846,739,0,29.74321822426145,N
Female,Yes,Graduate,38539,223,1,5.786346298554711,Y
Male,No,Graduate,11471,405,0,35.30642489756778,N
Male,No,Graduate,13839,512,1,36.996892839077965,Y
Male,No,Graduate,12514,812,1,64.88732619466198,Y
Male,No,Graduate,49587,840,1,16.939923770343032,Y
Female,Yes,Graduate,10271,910,1,88.59896796806542,Y
Male,Yes,Graduate,28988,514,0,17.73147509314199,Y
Male,No,Graduate,46300,697,1,15.053995680345572,Y
Male,Yes,Graduate,7771,120,0,15.44202805301763,Y
Female,Yes,Graduate,48557,569,1,11.71818687315938,Y
Male,No,Not Graduate,47400,256,1,5.40084388185654,Y
Female,Yes,Graduate,44286,437,1,9.8676782730434,Y
Female,No,Graduate,11120,637,1,57.28417266187051,Y
Male,Yes,Not Graduate,31885,264,1,8.279755370864043,Y
Male,Yes,Not Graduate,38164,61,1,1.5983649512629703,Y
Female,No,Not Graduate,49308,20,0,0.4056136935182932,N
Female,No,Graduate,9430,31,1,3.2873806998939554,Y
Male,Yes,Graduate,38418,18,1,0.46853037638606904,Y
Male,Yes,Graduate,17270,119,1,6.890561667631731,Y
Male,No,Not Graduate,9193,247,0,26.868269335363863,N
Male,Yes,Graduate,21358,229,1,10.721977713269032,Y
Male,Yes,Not Graduate,39794,986,1,24.7776046640197,Y
Female,Yes,Graduate,23510,312,0,13.270948532539345,Y
Male,Yes,Graduate,27107,136,1,5.017154240602059,Y
Male,Yes,Not Graduate,49760,550,1,11.053054662379422,Y
Female,Yes,Graduate,20255,859,1,42.409281658849665,Y
Male,Yes,Not Graduate,30962,681,1,21.9947031845488,Y
Female,Yes,Graduate,18579,303,1,16.308735669304053,Y
Male,No,Graduate,19942,565,0,28.33216327349313,N
Male,No,Graduate,34934,717,1,20.52441747294899,Y
Male,Yes,Not Graduate,46925,730,0,15.55673947789025,N
Male,Yes,Not Graduate,27346,669,1,24.46427265413589,Y
Male,No,Graduate,38535,872,1,22.628779032048786,Y
Male,Yes,Not Graduate,4915,871,1,177.21261444557476,N
Male,Yes,Graduate,10952,583,1,53.232286340394445,Y
Female,No,Graduate,25355,435,0,17.156379412344705,N
Male,Yes,Not Graduate,1490,645,1,432.8859060402685,N
Female,No,Not Graduate,13016,820,1,62.99938537185003,Y
Male,No,Graduate,26111,15,0,0.5744705296618283,Y
Male,Yes,Graduate,1240,992,1,800.0,N
Male,Yes,Graduate,13595,191,1,14.049282824567856,Y
Female,No,Graduate,25944,475,1,18.308664816527905,Y
Female,Yes,Graduate,28870,873,0,30.239002424662278,N
Male,Yes,Not Graduate,46324,232,1,5.008203091270184,Y
Female,No,Graduate,32444,482,0,14.856367895450623,N
Female,No,Graduate,21029,141,0,6.70502639212516,Y
Female,Yes,Not Graduate,46552,401,1,8.614023028011687,Y
Male,No,Not Graduate,39351,185,0,4.7012782394348305,N
Male,Yes,Not Graduate,10400,369,0,35.48076923076923,N
Female,Yes,Not Graduate,6976,379,1,54.32912844036697,Y
Female,Yes,Graduate,33952,993,1,29.24717247879359,Y
Female,No,Graduate,28214,994,0,35.230736513787484,N
Male,Yes,Not Graduate,39588,123,0,3.107002121855108,N
Male,Yes,Graduate,37070,728,1,19.63852171567305,Y
Female,No,Graduate,31447,61,1,1.9397716793334818,Y
Female,No,Graduate,49325,39,1,0.7906741003547897,Y
Female,No,Graduate,26912,114,0,4.23602853745541,N
Male,Yes,Not Graduate,6098,965,0,158.24860610036077,N
Male,Yes,Graduate,41499,941,0,22.675245186631003,N
Female,No,Graduate,12966,201,0,15.502082369273484,Y
Female,Yes,Not Graduate,38976,170,1,4.361658456486043,Y
Female,No,Not Graduate,47876,248,0,5.180048458517838,N
Male,Yes,Not Graduate,34991,520,1,14.860964247949473,Y
Female,Yes,Not Graduate,30003,574,1,19.131420191314202,Y
Male,Yes,Graduate,23289,229,1,9.832968354158616,Y
Male,Yes,Graduate,18538,759,1,40.94292803970223,Y
Female,Yes,Graduate,17973,316,1,17.5819284482279,Y
Female,Yes,Graduate,32000,922,1,28.8125,Y
Female,Yes,Graduate,37688,660,1,17.51220547654426,Y
Male,Yes,Graduate,34086,441,1,12.937863052279528,Y
Male,No,Graduate,10321,792,1,76.73675031489196,Y
Male,No,Not Graduate,24952,819,1,32.82302019878166,Y
Male,No,Graduate,39686,297,1,7.483747417225218,Y
Female,Yes,Graduate,24047,346,1,14.388489208633093,Y
Male,Yes,Not Graduate,27062,936,1,34.587244106126676,Y
Male,Yes,Graduate,38671,173,1,4.4736365752113985,Y
Female,No,Graduate,33232,51,0,1.5346653827636014,N
Male,Yes,Graduate,20762,459,0,22.107696753684618,Y
Male,Yes,Graduate,44822,803,1,17.91530944625407,Y
Male,Yes,Graduate,8547,773,0,90.44109044109044,N
Male,Yes,Graduate,49778,920,1,18.482060347944874,Y
Male,Yes,Graduate,6383,537,0,84.12971956760144,N
Male,No,Graduate,1240,109,1,87.90322580645162,N
Female,Yes,Graduate,44555,592,1,13.28694871507126,Y
Female,No,Graduate,12625,780,1,61.78217821782178,Y
Male,Yes,Graduate,36620,102,1,2.785363189513927,Y
Female,Yes,Graduate,40645,180,1,4.4285890023373105,Y
Female,Yes,Graduate,43019,22,1,0.5114019386782584,Y
Male,No,Not Graduate,49583,597,1,12.04041707843414,Y
Male,Yes,Not Graduate,15054,887,0,58.92121695230504,N
Male,Yes,Not Graduate,35657,673,1,18.874274336035,Y
Male,No,Graduate,6212,982,1,158.08113329040566,N
Female,Yes,Not Graduate,20637,72,1,3.4888791975577846,Y
Female,Yes,Not Graduate,42474,903,1,21.26006498092951,Y
Female,Yes,Graduate,18699,815,1,43.58521846088026,Y
Male,Yes,Graduate,29759,321,0,10.786652777311065,Y
Male,No,Graduate,25436,973,0,38.25286994810505,N
Female,Yes,Not Graduate,32474,295,1,9.08419042926649,Y
Male,No,Graduate,48658,890,1,18.29092852151753,Y
Male,Yes,Graduate,3258,881,1,270.4112952731737,N
Male,Yes,Graduate,28911,760,1,26.287572204351285,Y
Male,Yes,Graduate,43219,567,1,13.119229968300978,Y
Female,No,Graduate,24328,128,1,5.261427162117725,Y
Male,Yes,Not Graduate,4387,536,1,122.17916571689081,N
Male,Yes,Not Graduate,28246,363,0,12.851377186150252,N
Male,Yes,Not Graduate,16937,794,0,46.87961268229321,N
Male,Yes,Graduate,8169,760,0,93.03464316317786,N
Male,Yes,Graduate,42527,911,0,21.421685047146518,N
Male,Yes,Graduate,26319,24,0,0.9118887495725522,N
Female,Yes,Not Graduate,46697,811,0,17.367282694819796,N
Male,No,Graduate,40397,939,1,23.244300319330645,Y
Male,No,Graduate,34802,791,1,22.72857881730935,Y
Male,Yes,Graduate,748,138,1,184.49197860962568,N
Female,Yes,Graduate,21677,90,0,4.151866033122665,Y
Female,Yes,Not Graduate,10275,30,1,2.9197080291970803,Y
Female,Yes,Graduate,45584,632,1,13.864513864513864,Y
Male,No,Graduate,9141,633,0,69.24844108959633,N
Male,Yes,Not Graduate,14659,987,1,67.33065011255884,Y
Female,No,Not Graduate,26083,404,0,15.489015834068168,Y
Male,No,Graduate,13536,338,1,24.97044917257683,Y
Male,Yes,Graduate,10888,628,1,57.6781778104335,Y
Male,No,Graduate,30155,827,1,27.424970983253193,Y
